,market_date,company_symbol,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,is_volatile
0,2010-09-01,UAA,1,1,0,1,2,1,2,0,positive,0
1,2010-09-01,NBL,0,0,0,1,0,1,0,1,negative,0
2,2010-09-01,AIG,0,2,0,1,1,0,1,2,positive,0
3,2010-09-01,BMY,0,2,0,1,1,0,0,1,positive,0
4,2010-09-01,GS,4,6,4,4,4,2,1,8,neutral,0
5,2010-09-01,BAC,1,1,1,4,1,2,0,3,negative,0
6,2010-09-01,NDAQ,0,0,0,0,0,0,0,0,neutral,0
7,2010-09-01,C,0,1,0,0,1,0,0,1,positive,0
8,2010-09-01,MCO,3,0,1,2,0,3,1,0,negative,0
9,2010-09-01,AAPL,0,1,1,1,0,0,0,0,positive,0
10,2010-09-01,ETFC,3,3,2,2,1,2,2,3,positive,0
11,2010-09-02,MS,0,0,0,1,0,1,0,1,neutral,0
12,2010-09-02,AIG,3,4,2,3,3,3,4,1,negative,0
13,2010-09-02,AGN,0,1,0,0,0,0,0,0,neutral,0
14,2010-09-02,GS,1,1,1,1,1,1,1,2,positive,0
15,2010-09-02,DISCK,2,0,0,3,1,1,0,2,neutral,0
16,2010-09-02,GE,0,0,0,0,0,0,0,0,negative,0
17,2010-09-02,STX,0,3,0,0,3,0,2,4,positive,0
18,2010-09-02,NDAQ,1,5,2,2,3,2,4,4,positive,0
19,2010-09-02,C,2,0,1,1,0,1,0,2,negative,0
20,2010-09-02,EA,1,0,0,1,0,1,0,1,negative,0
21,2010-09-02,AAPL,3,1,2,2,1,1,2,2,positive,0
22,2010-09-02,ETFC,0,3,1,1,1,0,2,3,positive,1
23,2010-09-02,CINF,1,0,0,1,0,0,0,2,neutral,0
24,2010-09-03,PNC,0,0,0,0,0,0,1,1,positive,1
25,2010-09-03,APA,0,0,1,0,0,0,0,1,neutral,0
26,2010-09-03,PG,0,0,1,0,0,0,0,1,positive,0
27,2010-09-03,CSCO,0,1,0,0,0,0,0,1,positive,1
28,2010-09-03,ABT,0,1,0,2,0,1,0,1,negative,0
29,2010-09-03,NBL,1,1,1,2,0,1,0,3,positive,1
30,2010-09-03,AIG,0,0,0,0,0,0,0,2,positive,1
31,2010-09-03,XOM,0,1,0,0,0,0,0,1,positive,0
32,2010-09-03,NKE,1,1,1,1,2,1,1,1,positive,1
33,2010-09-03,GS,1,1,0,0,0,1,0,0,negative,1
34,2010-09-03,TTWO,0,4,0,1,3,0,1,1,positive,1
35,2010-09-03,IBM,1,0,0,0,0,0,1,0,neutral,1
36,2010-09-03,GE,0,0,1,1,0,1,1,1,neutral,1
37,2010-09-03,PRU,0,4,0,0,3,0,1,2,positive,1
38,2010-09-03,NDAQ,0,1,0,1,0,2,1,1,neutral,1
39,2010-09-03,ETFC,7,6,5,8,6,3,2,9,positive,1
40,2010-09-03,WAT,1,2,2,0,2,1,2,1,neutral,1
41,2010-09-03,CINF,1,0,0,1,0,0,0,1,neutral,1
42,2010-09-07,APD,0,3,1,0,2,0,1,2,positive,0
43,2010-09-07,ED,0,1,0,1,1,0,1,1,positive,0
44,2010-09-07,PFE,2,0,1,3,1,3,1,1,neutral,0
45,2010-09-07,FDX,0,1,1,1,1,1,0,0,neutral,0
46,2010-09-07,NBL,2,1,1,1,1,2,1,1,negative,0
47,2010-09-07,ORCL,1,2,0,0,1,0,1,2,positive,1
48,2010-09-07,AIG,2,1,1,1,1,1,1,1,neutral,1
49,2010-09-07,EIX,0,1,0,1,1,0,1,1,positive,0
50,2010-09-07,VZ,1,0,0,1,1,1,0,1,neutral,0
51,2010-09-07,CPB,1,2,1,0,2,1,0,0,positive,0
52,2010-09-07,GS,0,0,0,0,0,0,0,0,positive,0
53,2010-09-07,TTWO,1,0,0,1,0,0,0,0,negative,0
54,2010-09-07,IBM,4,3,0,2,2,0,1,3,positive,1
55,2010-09-07,DISCK,0,0,0,1,0,0,0,0,negative,1
56,2010-09-07,HD,0,0,1,0,0,0,0,0,neutral,1
57,2010-09-07,NDAQ,0,3,0,0,1,1,1,4,positive,1
58,2010-09-07,C,0,0,0,0,0,1,0,0,negative,1
59,2010-09-07,MCO,0,0,0,0,0,0,0,0,neutral,1
60,2010-09-07,AAPL,1,0,1,1,0,0,0,0,neutral,0
61,2010-09-07,HRB,1,1,1,3,0,2,1,0,negative,1
62,2010-09-07,ETFC,5,10,4,6,6,7,1,12,positive,0
63,2010-09-07,NRG,1,1,1,2,2,2,0,3,negative,0
64,2010-09-07,CINF,0,4,0,1,5,2,2,5,positive,1
65,2010-09-08,HRS,0,0,0,1,0,0,0,0,negative,0
66,2010-09-08,ORCL,1,0,0,1,0,1,0,1,negative,0
67,2010-09-08,AIG,0,1,0,1,1,0,0,1,positive,1
68,2010-09-08,BMY,0,1,0,0,0,0,0,1,positive,0
69,2010-09-08,GS,0,0,0,0,0,0,0,1,neutral,0
70,2010-09-08,HD,0,1,0,0,1,0,0,1,neutral,0
71,2010-09-08,PRU,1,2,0,0,2,1,2,2,neutral,0
72,2010-09-08,NDAQ,0,3,1,0,1,0,0,1,neutral,0
73,2010-09-08,TSN,0,0,0,0,0,0,0,0,positive,1
74,2010-09-08,NFLX,0,1,0,0,1,0,0,1,positive,0
75,2010-09-08,ETFC,1,2,2,2,1,2,0,1,negative,0
76,2010-09-09,HAL,2,2,0,2,1,0,0,2,positive,0
77,2010-09-09,APD,0,2,0,0,1,1,1,3,positive,0
78,2010-09-09,VIAB,0,0,0,0,0,0,0,0,positive,0
79,2010-09-09,HRS,2,1,1,1,0,2,1,0,negative,0
80,2010-09-09,FDX,1,1,0,0,1,0,0,3,positive,0
81,2010-09-09,ORCL,1,2,0,1,0,2,1,1,neutral,0
82,2010-09-09,NOC,1,0,1,2,0,1,0,1,negative,0
83,2010-09-09,AIG,10,5,7,10,4,9,7,9,negative,0
84,2010-09-09,AGN,1,1,0,1,1,0,0,1,positive,0
85,2010-09-09,GS,2,4,2,2,1,2,1,6,positive,0
86,2010-09-09,LMT,1,0,1,2,0,1,0,1,negative,0
87,2010-09-09,NDAQ,2,4,1,2,3,3,1,3,positive,0
88,2010-09-09,C,0,1,0,0,1,0,0,2,positive,0
89,2010-09-09,AAPL,2,0,2,3,1,4,0,1,positive,0
90,2010-09-09,ETFC,3,4,1,4,4,2,2,9,positive,1
91,2010-09-10,MS,0,1,0,0,1,0,0,2,positive,0
92,2010-09-10,MSFT,2,1,1,2,1,1,1,2,neutral,0
93,2010-09-10,AIG,5,4,2,1,1,1,3,5,positive,0
94,2010-09-10,GS,0,2,0,0,1,0,0,6,positive,0
95,2010-09-10,DUK,0,3,0,1,3,0,1,1,positive,0
96,2010-09-10,HD,1,2,1,1,1,1,0,2,neutral,0
97,2010-09-10,EBAY,0,1,0,1,0,1,1,0,neutral,0
98,2010-09-10,NDAQ,3,4,1,4,2,3,3,4,neutral,0
99,2010-09-10,EA,1,1,0,2,1,0,0,0,neutral,0
100,2010-09-10,AAPL,0,1,0,1,0,0,1,1,positive,0
101,2010-09-10,ETFC,4,8,3,6,6,4,0,10,negative,0
102,2010-09-10,MCD,0,1,0,0,0,0,0,1,positive,0
103,2010-09-13,F,3,2,0,2,2,1,1,2,negative,1
104,2010-09-13,HRS,2,1,1,1,0,2,1,0,negative,1
105,2010-09-13,MS,0,0,2,1,0,0,0,0,negative,0
106,2010-09-13,BK,0,0,0,0,0,0,0,0,positive,1
107,2010-09-13,MSFT,6,2,4,7,2,3,2,4,negative,1
108,2010-09-13,AIG,7,13,9,12,8,6,4,13,positive,0
109,2010-09-13,HIG,1,3,3,1,3,0,2,3,positive,1
110,2010-09-13,VZ,1,2,0,1,1,0,0,2,positive,0
111,2010-09-13,CCL,1,1,0,0,3,1,0,3,positive,0
112,2010-09-13,GS,3,0,1,2,1,3,1,3,positive,1
113,2010-09-13,XRX,0,1,0,0,1,0,1,3,positive,1
114,2010-09-13,VNO,1,0,2,1,0,1,1,0,negative,1
115,2010-09-13,BAC,2,2,0,1,1,1,1,1,positive,1
116,2010-09-13,IBM,2,2,1,3,0,3,0,1,negative,1
117,2010-09-13,SCHW,2,2,0,1,1,1,1,1,positive,1
118,2010-09-13,DISCK,0,2,1,0,0,0,0,1,positive,0
119,2010-09-13,PRU,0,0,0,0,0,0,0,0,negative,1
120,2010-09-13,NDAQ,0,1,0,1,0,0,0,1,positive,1
121,2010-09-13,AXP,2,2,2,2,1,1,1,2,neutral,1
122,2010-09-13,C,0,1,0,0,1,0,1,1,positive,1
123,2010-09-13,ETFC,6,15,5,13,10,10,6,18,positive,0
124,2010-09-13,CINF,1,1,1,1,1,1,3,2,neutral,1
125,2010-09-13,SBUX,1,0,1,1,0,1,0,1,negative,0
126,2010-09-14,APD,1,2,2,2,1,0,1,0,positive,1
127,2010-09-14,ORCL,0,0,1,1,0,1,2,1,neutral,0
128,2010-09-14,MSFT,0,0,0,1,0,0,0,2,positive,0
129,2010-09-14,AIG,1,1,1,1,1,1,1,2,neutral,1
130,2010-09-14,ADSK,1,1,0,2,0,1,1,0,positive,0
131,2010-09-14,GS,0,2,0,0,0,0,0,3,positive,0
132,2010-09-14,BAC,0,3,0,0,3,1,2,5,positive,0
133,2010-09-14,BLK,0,1,0,0,2,0,1,2,positive,1
134,2010-09-14,PRU,0,0,0,0,0,0,0,1,positive,0
135,2010-09-14,NDAQ,1,1,1,0,1,0,0,3,positive,0
136,2010-09-14,C,2,5,0,2,4,2,3,12,positive,0
137,2010-09-14,MCO,3,1,0,1,0,2,0,1,negative,0
138,2010-09-14,RF,2,1,1,2,1,1,1,1,negative,0
139,2010-09-14,ETFC,0,2,1,0,0,0,0,3,positive,0
140,2010-09-15,APD,0,3,2,0,1,1,1,1,positive,1
141,2010-09-15,KR,0,3,0,0,2,0,0,1,positive,0
142,2010-09-15,MS,1,2,0,0,2,0,2,2,positive,0
143,2010-09-15,NBL,1,1,1,1,2,1,1,2,positive,0
144,2010-09-15,ORCL,1,2,0,0,1,0,1,1,positive,0
145,2010-09-15,MSFT,1,0,0,1,0,0,0,0,neutral,0
146,2010-09-15,AIG,5,6,2,2,6,3,2,8,positive,0
147,2010-09-15,GS,1,3,0,0,2,0,2,2,positive,0
148,2010-09-15,BAC,3,4,1,1,3,1,2,2,negative,0
149,2010-09-15,PRU,0,0,0,0,0,0,0,2,positive,0
150,2010-09-15,NDAQ,2,2,0,1,1,0,1,1,positive,0
151,2010-09-15,AXP,3,4,1,1,5,2,2,5,positive,0
152,2010-09-15,C,4,3,2,2,0,3,1,4,negative,0
153,2010-09-15,MCO,1,1,0,0,0,1,0,1,neutral,0
154,2010-09-15,RF,0,0,0,0,0,0,0,1,negative,1
155,2010-09-15,AAPL,1,0,0,1,0,0,0,0,neutral,0
156,2010-09-15,ETFC,2,2,2,3,1,1,1,3,positive,0
157,2010-09-15,CINF,0,0,0,0,0,0,0,0,positive,0
158,2010-09-16,APD,1,1,0,0,1,1,1,1,negative,0
159,2010-09-16,ABT,1,0,1,1,0,3,0,0,negative,0
160,2010-09-16,HRS,3,0,3,3,0,2,1,0,negative,0
161,2010-09-16,MS,1,3,1,3,4,2,0,4,positive,0
162,2010-09-16,MSFT,1,2,0,0,2,1,1,2,positive,0
163,2010-09-16,AIG,5,4,1,5,2,2,2,2,neutral,0
164,2010-09-16,VZ,1,2,0,1,0,0,2,0,positive,0
165,2010-09-16,GS,3,4,0,1,2,3,0,4,positive,0
166,2010-09-16,BAC,0,2,0,0,1,0,0,2,positive,0
167,2010-09-16,NDAQ,0,6,2,1,6,3,4,5,positive,0
168,2010-09-16,C,0,2,0,0,1,0,0,2,positive,0
169,2010-09-16,RF,0,0,0,0,0,0,0,1,positive,0
170,2010-09-16,AAPL,1,1,0,1,1,2,0,1,negative,1
171,2010-09-16,ETFC,6,2,4,4,2,5,4,2,neutral,0
172,2010-09-17,F,0,0,0,0,0,0,0,0,positive,0
173,2010-09-17,ED,2,2,0,1,2,2,2,3,neutral,0
174,2010-09-17,VLO,0,0,0,0,0,0,0,0,neutral,0
175,2010-09-17,FDX,1,1,0,1,1,1,0,1,positive,0
176,2010-09-17,ORCL,0,4,0,0,2,0,0,2,positive,1
177,2010-09-17,AIG,1,2,1,1,3,1,1,2,positive,0
178,2010-09-17,EIX,2,2,0,1,2,2,2,3,neutral,0
179,2010-09-17,JNJ,0,0,0,0,0,1,0,1,negative,0
180,2010-09-17,BAC,0,1,0,0,0,0,0,0,negative,0
181,2010-09-17,IBM,0,2,1,0,0,0,0,0,neutral,0
182,2010-09-17,NDAQ,1,2,1,2,2,2,1,3,positive,0
183,2010-09-17,C,0,1,0,0,0,0,0,1,neutral,0
184,2010-09-17,DFS,0,0,0,0,0,0,0,1,positive,0
185,2010-09-17,AAPL,1,1,1,2,0,1,0,0,neutral,0
186,2010-09-17,ETFC,4,4,2,4,7,3,6,9,positive,0
187,2010-09-17,CINF,2,1,1,2,0,2,2,1,negative,0
188,2010-09-17,PEP,1,2,0,1,2,1,2,4,neutral,0
189,2010-09-20,PG,0,0,0,0,0,0,0,0,positive,0
190,2010-09-20,JEF,1,0,1,0,0,1,0,0,neutral,0
191,2010-09-20,VIAB,0,0,0,0,0,0,0,1,positive,0
192,2010-09-20,MS,1,1,0,0,1,0,1,0,neutral,0
193,2010-09-20,NBL,1,1,0,1,0,1,1,1,negative,0
194,2010-09-20,ORCL,2,2,0,0,2,1,3,2,neutral,0
195,2010-09-20,AVB,1,1,1,1,1,0,1,1,negative,1
196,2010-09-20,MSFT,1,3,0,0,3,1,3,2,neutral,0
197,2010-09-20,CME,0,0,0,0,0,0,0,0,neutral,1
198,2010-09-20,AIG,4,7,0,3,5,3,3,6,positive,1
199,2010-09-20,CLX,0,0,0,0,0,0,0,1,positive,1
200,2010-09-20,GS,1,5,1,2,1,0,1,4,positive,0
201,2010-09-20,JNJ,0,0,0,0,0,0,0,1,positive,0
202,2010-09-20,TTWO,1,1,0,0,2,0,1,1,positive,0
203,2010-09-20,BAC,0,0,0,0,0,0,0,1,neutral,1
204,2010-09-20,IBM,0,0,0,1,1,0,0,2,positive,1
205,2010-09-20,EBAY,0,1,0,1,0,0,1,0,negative,0
206,2010-09-20,NDAQ,2,6,2,2,4,2,4,6,positive,0
207,2010-09-20,AXP,1,0,0,1,0,0,0,1,neutral,1
208,2010-09-20,C,1,1,0,0,1,0,1,2,neutral,0
209,2010-09-20,DFS,0,0,0,0,0,0,0,1,positive,1
210,2010-09-20,T,1,2,1,1,2,1,1,2,negative,1
211,2010-09-20,NFLX,0,0,0,0,0,0,0,1,positive,0
212,2010-09-20,AAPL,0,3,1,0,2,1,1,4,positive,1
213,2010-09-20,ETFC,6,13,6,8,8,8,5,14,positive,1
214,2010-09-20,SBUX,0,0,0,1,0,1,0,0,neutral,1
215,2010-09-20,INTC,1,3,0,0,0,0,0,4,positive,0
216,2010-09-21,JEF,0,2,0,0,1,0,1,2,positive,1
217,2010-09-21,VLO,0,0,0,0,0,0,0,1,positive,0
218,2010-09-21,MS,0,1,0,0,0,0,1,0,negative,1
219,2010-09-21,NBL,1,1,0,1,0,2,0,0,negative,0
220,2010-09-21,ORCL,2,0,1,1,0,1,1,0,negative,1
221,2010-09-21,AIG,3,2,2,2,1,0,1,6,positive,0
222,2010-09-21,FMC,1,2,0,2,0,0,1,0,negative,0
223,2010-09-21,CLX,0,2,0,0,1,0,1,2,positive,1
224,2010-09-21,NOV,1,2,0,2,0,0,1,0,negative,0
225,2010-09-21,GS,0,1,0,0,0,0,1,0,negative,0
226,2010-09-21,BAC,0,3,0,0,1,1,2,4,positive,0
227,2010-09-21,IBM,0,1,0,0,1,0,1,2,positive,0
228,2010-09-21,GE,1,2,0,2,0,0,1,0,negative,0
229,2010-09-21,SRE,0,0,0,0,1,0,1,2,positive,0
230,2010-09-21,NDAQ,2,4,0,1,4,1,2,6,positive,0
231,2010-09-21,C,0,0,0,0,0,0,0,1,neutral,0
232,2010-09-21,ETFC,2,4,2,3,0,4,0,6,positive,0
233,2010-09-22,ABT,2,1,2,2,1,1,1,1,neutral,0
234,2010-09-22,PFE,0,1,0,0,1,1,0,1,positive,0
235,2010-09-22,ORCL,1,4,2,2,1,2,1,2,positive,0
236,2010-09-22,AIG,1,1,1,2,0,1,0,3,positive,1
237,2010-09-22,EIX,0,0,0,0,0,0,0,1,positive,0
238,2010-09-22,CLX,0,0,0,0,0,0,0,1,positive,0
239,2010-09-22,GS,1,4,1,2,3,1,2,4,positive,1
240,2010-09-22,BAC,0,1,0,0,1,0,0,1,positive,0
241,2010-09-22,PRU,0,0,0,0,0,0,0,1,positive,1
242,2010-09-22,STX,1,2,1,1,1,1,1,2,positive,1
243,2010-09-22,NDAQ,1,3,1,1,2,1,1,5,positive,0
244,2010-09-22,C,0,2,0,1,0,1,1,1,neutral,0
245,2010-09-22,NFLX,0,0,0,0,0,0,0,1,positive,1
246,2010-09-22,AAPL,0,0,0,0,0,0,0,1,positive,0
247,2010-09-22,ETFC,2,3,1,2,0,2,1,1,negative,0
248,2010-09-23,JEF,1,2,0,1,1,1,1,3,neutral,0
249,2010-09-23,MS,0,0,0,0,0,0,0,0,positive,0
250,2010-09-23,ORCL,0,0,1,1,0,0,0,2,neutral,0
251,2010-09-23,MSFT,1,0,2,2,1,0,0,3,positive,0
252,2010-09-23,TGT,0,0,0,0,0,0,0,0,neutral,0
253,2010-09-23,AIG,0,2,0,2,0,1,1,3,negative,0
254,2010-09-23,NKE,0,0,1,0,0,0,0,0,neutral,0
255,2010-09-23,GS,0,4,1,0,2,1,2,3,positive,1
256,2010-09-23,BAC,1,2,0,2,1,0,1,1,positive,0
257,2010-09-23,DUK,1,0,2,2,0,2,2,0,negative,1
258,2010-09-23,GIS,1,3,0,0,3,0,1,1,positive,1
259,2010-09-23,NDAQ,1,0,2,2,1,0,0,4,positive,0
260,2010-09-23,C,1,2,0,2,1,0,1,1,positive,1
261,2010-09-23,MCO,1,1,0,0,1,1,0,1,negative,1
262,2010-09-23,AAPL,0,1,0,0,0,1,0,0,positive,0
263,2010-09-23,ETFC,2,2,1,1,1,2,0,3,neutral,0
264,2010-09-24,F,0,0,0,0,0,0,1,2,negative,1
265,2010-09-24,ORCL,0,3,1,0,2,1,1,2,positive,0
266,2010-09-24,MSFT,0,0,0,1,1,1,2,4,negative,0
267,2010-09-24,AIG,0,2,0,0,2,0,2,2,positive,1
268,2010-09-24,IBM,2,3,2,1,3,2,1,6,positive,1
269,2010-09-24,PRU,0,0,0,0,0,0,1,1,positive,1
270,2010-09-24,NDAQ,0,3,1,2,3,2,3,6,positive,1
271,2010-09-24,C,0,0,0,0,0,0,0,1,neutral,1
272,2010-09-24,ETFC,2,0,0,1,0,1,0,2,negative,1
273,2010-09-27,HAL,0,0,0,0,0,0,0,1,neutral,0
274,2010-09-27,PG,0,0,0,0,0,0,0,0,positive,1
275,2010-09-27,ED,0,0,0,0,0,0,0,0,neutral,0
276,2010-09-27,ADBE,0,3,0,0,1,0,0,3,positive,0
277,2010-09-27,MS,0,0,0,0,0,0,0,1,positive,0
278,2010-09-27,MSFT,3,2,0,2,1,1,2,0,positive,0
279,2010-09-27,SYMC,0,1,2,1,1,1,0,1,negative,0
280,2010-09-27,AIG,7,8,5,7,9,6,8,11,neutral,1
281,2010-09-27,EIX,0,0,0,0,0,0,0,0,neutral,0
282,2010-09-27,CPB,0,2,1,1,2,1,1,3,positive,0
283,2010-09-27,CA,0,0,0,1,0,0,0,0,neutral,0
284,2010-09-27,GS,1,2,0,0,1,0,1,4,positive,0
285,2010-09-27,BAC,1,2,0,1,2,4,0,3,positive,1
286,2010-09-27,MTB,0,2,0,0,1,0,1,2,positive,1
287,2010-09-27,IBM,1,0,0,2,0,1,2,2,negative,0
288,2010-09-27,GE,1,3,0,1,1,2,2,1,positive,1
289,2010-09-27,INTU,0,3,0,0,1,0,0,3,positive,0
290,2010-09-27,PRU,1,1,1,2,0,0,0,1,negative,0
291,2010-09-27,AMG,1,0,0,1,0,0,0,0,neutral,0
292,2010-09-27,NDAQ,3,6,3,2,4,3,3,4,neutral,1
293,2010-09-27,C,2,7,2,2,3,4,2,7,positive,0
294,2010-09-27,MCO,0,0,1,1,0,0,0,1,negative,1
295,2010-09-27,NFLX,1,1,0,0,0,0,0,0,negative,0
296,2010-09-27,AAPL,2,3,0,1,1,1,0,3,positive,0
297,2010-09-27,ETFC,8,8,5,5,4,3,6,11,neutral,0
298,2010-09-27,INTC,0,3,0,0,1,0,0,3,positive,0
299,2010-09-28,F,0,1,0,0,1,0,1,1,positive,0
300,2010-09-28,FLR,0,0,0,0,0,0,0,1,positive,1
301,2010-09-28,ADBE,1,1,0,1,0,0,0,1,neutral,1
302,2010-09-28,MS,1,3,1,1,0,1,0,2,positive,0
303,2010-09-28,NBL,2,1,1,2,1,1,1,2,neutral,0
304,2010-09-28,LUV,0,1,0,0,0,0,0,1,positive,0
305,2010-09-28,MSFT,0,1,0,0,1,0,1,2,positive,0
306,2010-09-28,AIG,5,6,3,3,5,3,3,3,positive,0
307,2010-09-28,GS,2,4,1,1,1,1,0,2,positive,0
308,2010-09-28,LMT,0,0,0,0,0,0,0,1,positive,0
309,2010-09-28,NDAQ,1,3,0,1,1,0,1,3,positive,0
310,2010-09-28,KO,0,0,0,0,1,0,0,1,positive,0
311,2010-09-28,RF,0,0,0,0,0,0,1,1,positive,0
312,2010-09-28,AAPL,0,1,0,0,1,0,1,2,positive,1
313,2010-09-28,ETFC,0,2,0,0,1,0,0,2,neutral,1
314,2010-09-28,PEP,0,0,0,0,1,0,0,1,positive,0
315,2010-09-29,APD,0,1,1,0,1,1,1,2,positive,1
316,2010-09-29,VRSK,1,2,0,1,2,0,2,2,positive,1
317,2010-09-29,PFE,0,1,0,0,1,0,0,1,positive,0
318,2010-09-29,MS,0,1,0,1,0,1,0,0,neutral,0
319,2010-09-29,NBL,4,2,1,3,1,2,1,3,negative,0
320,2010-09-29,MSFT,1,0,1,1,0,1,0,2,positive,0
321,2010-09-29,AIG,2,2,1,2,0,2,0,0,negative,0
322,2010-09-29,NKE,0,0,0,0,0,0,0,0,negative,0
323,2010-09-29,CPB,1,0,0,0,0,0,1,0,positive,0
324,2010-09-29,GS,2,4,2,5,1,3,2,3,negative,0
325,2010-09-29,JNJ,0,1,0,0,1,1,0,1,positive,0
326,2010-09-29,NDAQ,1,4,1,1,4,2,4,6,positive,0
327,2010-09-29,AAPL,2,5,0,1,2,2,1,2,positive,0
328,2010-09-29,ETFC,3,10,2,2,4,1,2,10,positive,0
329,2010-09-29,CINF,0,3,1,0,3,1,1,3,positive,0
330,2010-09-30,MS,0,3,0,2,2,1,2,3,neutral,0
331,2010-09-30,MSFT,3,1,1,2,1,0,0,1,negative,0
332,2010-09-30,AIG,6,6,4,4,4,3,4,8,positive,1
333,2010-09-30,NKE,0,3,0,0,0,0,0,1,positive,0
334,2010-09-30,GS,3,4,2,5,5,3,4,4,negative,0
335,2010-09-30,BAC,2,4,2,4,3,3,3,4,negative,0
336,2010-09-30,PRU,0,0,0,0,0,0,0,1,positive,1
337,2010-09-30,NDAQ,3,1,1,2,1,0,0,1,negative,1
338,2010-09-30,C,2,2,2,3,3,2,2,2,neutral,0
339,2010-09-30,MCO,2,1,1,1,1,2,0,2,negative,0
340,2010-09-30,RF,0,0,0,0,0,0,1,0,positive,0
341,2010-09-30,ETFC,5,6,4,4,5,3,3,9,positive,0
342,2010-10-01,WHR,0,0,0,1,0,1,0,0,neutral,0
343,2010-10-01,HRS,2,2,1,3,1,1,0,2,positive,0
344,2010-10-01,AIG,6,10,2,5,9,3,5,11,positive,0
345,2010-10-01,PFG,3,3,2,3,3,1,1,4,positive,0
346,2010-10-01,JNJ,1,2,0,1,0,1,0,1,neutral,0
347,2010-10-01,CVX,2,2,1,1,3,1,0,2,positive,0
348,2010-10-01,DUK,0,0,1,1,0,1,1,0,positive,0
349,2010-10-01,EBAY,0,0,0,1,0,1,0,0,negative,0
350,2010-10-01,NDAQ,1,1,1,2,1,1,2,2,positive,0
351,2010-10-01,ETFC,0,0,0,0,0,0,0,1,negative,0
352,2010-10-01,PEP,1,0,1,3,0,1,0,1,negative,0
353,2010-10-01,MCD,3,3,2,3,3,1,1,4,positive,0
354,2010-10-01,INTC,1,0,1,1,0,1,1,0,negative,0
355,2010-10-04,CSCO,0,0,0,0,0,0,0,0,positive,0
356,2010-10-04,HRS,2,2,1,1,1,2,2,1,negative,1
357,2010-10-04,MS,0,1,1,0,1,0,1,1,positive,0
358,2010-10-04,MSFT,3,3,2,3,1,3,0,4,negative,1
359,2010-10-04,AIG,9,11,5,7,6,3,5,11,positive,0
360,2010-10-04,HIG,0,1,1,0,2,2,2,2,positive,0
361,2010-10-04,VZ,1,2,0,0,1,1,1,1,positive,0
362,2010-10-04,M,0,1,0,0,0,0,0,0,neutral,0
363,2010-10-04,GS,1,3,1,3,1,2,1,2,positive,0
364,2010-10-04,BAC,2,2,3,2,1,5,1,6,negative,0
365,2010-10-04,BLK,0,1,0,0,1,0,0,2,positive,0
366,2010-10-04,GE,2,2,1,3,1,0,1,2,positive,1
367,2010-10-04,DISH,1,1,0,1,0,1,0,0,negative,0
368,2010-10-04,PRU,2,0,2,1,0,1,0,0,negative,0
369,2010-10-04,NDAQ,9,6,5,8,3,5,2,7,negative,0
370,2010-10-04,C,0,0,0,0,0,1,0,2,neutral,0
371,2010-10-04,T,0,0,0,0,0,0,0,0,neutral,0
372,2010-10-04,AAPL,3,4,1,5,1,1,1,3,positive,0
373,2010-10-04,ETFC,4,5,3,5,4,3,4,10,neutral,1
374,2010-10-04,CINF,2,0,1,2,0,2,0,0,negative,0
375,2010-10-04,PEP,0,1,1,1,1,1,1,1,neutral,0
376,2010-10-05,CSCO,1,1,0,1,1,1,0,3,positive,0
377,2010-10-05,MS,0,2,0,1,0,0,0,1,positive,1
378,2010-10-05,AIG,4,6,2,3,2,3,3,5,neutral,0
379,2010-10-05,GS,1,4,1,2,1,1,1,3,positive,1
380,2010-10-05,VNO,0,2,1,2,1,1,1,2,positive,1
381,2010-10-05,V,0,2,0,0,1,0,2,1,positive,1
382,2010-10-05,GE,0,2,0,0,1,0,1,1,positive,1
383,2010-10-05,BXP,0,2,1,2,1,1,1,2,positive,1
384,2010-10-05,MA,0,2,0,0,1,0,2,1,positive,0
385,2010-10-05,EBAY,0,0,0,0,0,0,0,1,positive,1
386,2010-10-05,NDAQ,0,2,0,0,1,0,1,3,positive,1
387,2010-10-05,AXP,0,2,0,0,1,0,2,1,positive,1
388,2010-10-05,C,0,2,0,1,0,0,0,1,positive,1
389,2010-10-05,AAPL,1,1,0,1,1,0,1,1,positive,1
390,2010-10-05,ETFC,2,0,0,4,0,1,0,3,negative,1
391,2010-10-05,CINF,0,0,0,0,0,1,1,1,neutral,1
392,2010-10-06,F,0,0,0,0,0,0,0,0,neutral,1
393,2010-10-06,VLO,0,0,1,2,0,2,0,0,negative,0
394,2010-10-06,MSFT,0,0,0,0,0,0,0,1,neutral,0
395,2010-10-06,AIG,3,4,2,1,4,2,4,5,positive,1
396,2010-10-06,HIG,3,2,1,3,1,1,2,1,positive,0
397,2010-10-06,VZ,1,1,0,0,0,0,1,0,positive,0
398,2010-10-06,GS,2,0,1,2,0,2,0,2,negative,0
399,2010-10-06,JNJ,0,1,0,0,1,0,2,1,neutral,0
400,2010-10-06,BAC,1,2,0,1,1,0,0,1,negative,0
401,2010-10-06,GE,1,0,2,2,1,2,1,2,neutral,1
402,2010-10-06,NDAQ,1,5,0,0,3,1,1,4,positive,0
403,2010-10-06,C,1,2,0,0,2,0,0,3,neutral,0
404,2010-10-06,RF,1,1,1,0,2,0,1,3,positive,0
405,2010-10-06,ETFC,2,4,0,2,3,1,1,4,positive,0
406,2010-10-06,CINF,1,2,0,2,2,2,1,4,negative,0
