,market_date,company_symbol,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,is_volatile
16660,2015-01-30,V,2,2,1,0,2,3,0,2,negative,1
16661,2015-01-30,CVX,0,2,2,2,3,1,1,1,positive,0
16662,2015-01-30,DUK,2,1,1,2,0,1,1,2,positive,1
16663,2015-01-30,NDAQ,1,1,1,1,1,0,0,2,positive,0
16664,2015-01-30,AAPL,0,2,0,0,0,0,0,1,positive,1
16665,2015-01-30,ETFC,6,4,4,8,3,4,3,8,negative,1
16666,2015-01-30,COP,3,0,4,4,0,3,1,1,negative,0
16667,2015-02-02,MO,0,0,0,0,0,0,0,0,neutral,1
16668,2015-02-02,PG,0,0,0,0,0,0,0,0,positive,1
16669,2015-02-02,AAL,0,1,0,1,2,0,0,4,positive,0
16670,2015-02-02,TRIP,2,1,2,2,0,2,0,1,negative,0
16671,2015-02-02,TWTR,0,3,0,0,2,0,1,3,positive,0
16672,2015-02-02,CFG,0,0,0,0,0,0,0,0,neutral,0
16673,2015-02-02,TGT,0,2,0,1,1,0,2,2,positive,0
16674,2015-02-02,AIG,1,5,1,3,6,1,2,10,positive,1
16675,2015-02-02,XOM,1,2,2,2,0,2,1,2,positive,1
16676,2015-02-02,HIG,1,1,0,2,1,2,1,0,negative,0
16677,2015-02-02,MAT,0,1,0,0,0,1,0,1,neutral,1
16678,2015-02-02,GM,1,2,1,2,0,1,2,2,positive,0
16679,2015-02-02,RL,1,1,1,0,1,1,1,0,positive,0
16680,2015-02-02,CVX,2,1,2,3,0,3,2,0,neutral,1
16681,2015-02-02,DUK,1,2,1,1,2,1,1,3,positive,0
16682,2015-02-02,SYY,0,2,1,0,3,1,2,3,positive,1
16683,2015-02-02,NDAQ,1,1,0,1,0,1,1,2,negative,1
16684,2015-02-02,KO,0,0,0,0,0,0,0,0,positive,1
16685,2015-02-02,MCO,0,0,0,1,0,1,0,1,negative,1
16686,2015-02-02,RF,0,0,0,0,0,0,0,0,positive,1
16687,2015-02-02,T,0,1,0,0,0,0,0,0,negative,1
16688,2015-02-02,PM,0,0,0,0,0,0,0,0,neutral,1
16689,2015-02-02,ETFC,3,4,4,2,4,5,3,7,positive,1
16690,2015-02-02,MCD,0,0,0,0,0,0,0,0,positive,0
16691,2015-02-03,WMT,1,1,0,1,3,0,1,4,positive,0
16692,2015-02-03,PG,0,2,0,0,1,0,1,1,positive,1
16693,2015-02-03,CSCO,0,3,0,0,0,0,0,2,positive,0
16694,2015-02-03,NBL,1,2,0,3,1,1,0,2,neutral,0
16695,2015-02-03,CFG,0,0,0,1,0,0,0,4,positive,0
16696,2015-02-03,TGT,1,1,0,1,3,0,1,4,positive,1
16697,2015-02-03,AIG,2,1,2,3,1,2,2,1,negative,0
16698,2015-02-03,XOM,0,2,1,1,1,1,0,0,neutral,1
16699,2015-02-03,GM,1,3,1,2,1,1,2,1,neutral,1
16700,2015-02-03,MPC,2,1,2,3,1,2,2,1,negative,0
16701,2015-02-03,GE,0,2,0,0,1,2,1,2,neutral,0
16702,2015-02-03,DISH,3,3,1,3,0,0,1,2,positive,1
16703,2015-02-03,NDAQ,1,1,0,1,1,1,1,1,neutral,0
16704,2015-02-03,MCO,4,2,0,3,2,1,1,3,neutral,1
16705,2015-02-03,RF,1,1,0,0,1,2,1,1,negative,0
16706,2015-02-03,T,1,1,1,2,0,0,0,1,positive,1
16707,2015-02-03,AAPL,0,2,0,0,1,2,1,2,neutral,0
16708,2015-02-04,F,1,1,1,2,0,0,1,1,positive,0
16709,2015-02-04,HRS,2,2,2,3,1,2,1,2,negative,0
16710,2015-02-04,ED,0,0,0,0,1,0,0,1,positive,1
16711,2015-02-04,PFE,1,1,2,1,2,3,1,2,positive,0
16712,2015-02-04,CME,0,4,0,1,2,1,3,4,positive,1
16713,2015-02-04,AIG,1,1,1,1,1,2,0,1,negative,0
16714,2015-02-04,EIX,0,0,0,0,1,0,0,1,positive,0
16715,2015-02-04,GILD,0,1,0,0,0,1,0,1,neutral,1
16716,2015-02-04,GM,1,1,1,2,0,0,1,1,positive,1
16717,2015-02-04,VZ,1,3,0,1,2,0,2,1,positive,0
16718,2015-02-04,M,0,1,0,0,1,0,0,1,positive,0
16719,2015-02-04,NDAQ,1,2,2,2,2,1,0,1,positive,0
16720,2015-02-04,KO,0,0,0,0,0,0,0,1,neutral,0
16721,2015-02-04,MCO,1,1,1,1,0,2,1,1,negative,0
16722,2015-02-04,SJM,0,2,1,2,3,1,2,3,neutral,1
16723,2015-02-04,CMG,1,3,1,1,2,1,0,2,positive,1
16724,2015-02-04,ZTS,1,1,0,2,0,0,0,1,negative,0
16725,2015-02-04,ETFC,3,5,3,3,3,2,4,5,negative,0
16726,2015-02-04,CINF,1,2,2,1,2,2,1,1,positive,0
16727,2015-02-05,F,1,2,0,0,2,1,0,2,neutral,0
16728,2015-02-05,ED,2,2,2,3,2,2,3,1,neutral,0
16729,2015-02-05,PFE,0,0,0,0,1,1,0,1,neutral,1
16730,2015-02-05,TWTR,2,2,1,2,1,1,2,3,neutral,0
16731,2015-02-05,SLG,3,3,1,4,3,0,1,3,positive,1
16732,2015-02-05,MSFT,0,0,0,0,0,0,0,0,positive,0
16733,2015-02-05,CFG,1,0,1,1,0,1,1,0,negative,0
16734,2015-02-05,AIG,3,3,1,1,4,0,2,4,positive,0
16735,2015-02-05,EIX,2,2,2,3,2,2,3,1,neutral,0
16736,2015-02-05,GM,0,2,0,0,2,1,1,1,positive,0
16737,2015-02-05,NKE,1,2,0,1,2,0,2,4,positive,0
16738,2015-02-05,BLL,0,0,0,0,0,0,0,1,neutral,1
16739,2015-02-05,DUK,0,1,0,0,0,0,0,2,positive,0
16740,2015-02-05,NDAQ,2,1,2,1,1,2,1,1,negative,0
16741,2015-02-05,AAPL,0,0,0,0,0,0,0,0,positive,0
16742,2015-02-05,ETFC,2,1,1,1,1,1,0,1,negative,0
16743,2015-02-05,FB,1,1,1,0,1,0,0,2,positive,0
16744,2015-02-06,F,0,0,0,1,0,0,0,1,neutral,0
16745,2015-02-06,HRS,2,1,0,1,0,1,0,1,positive,1
16746,2015-02-06,TWTR,0,5,1,0,2,0,0,2,positive,1
16747,2015-02-06,CFG,2,0,0,2,0,1,0,0,negative,0
16748,2015-02-06,TGT,1,0,0,0,1,0,0,0,neutral,0
16749,2015-02-06,AIG,3,8,3,3,3,2,2,7,positive,0
16750,2015-02-06,GM,2,4,1,2,4,1,2,4,positive,0
16751,2015-02-06,VZ,0,4,1,1,1,1,0,3,negative,1
16752,2015-02-06,HD,1,0,0,0,1,0,0,0,neutral,0
16753,2015-02-06,NDAQ,1,0,2,2,0,1,0,0,negative,1
16754,2015-02-06,HES,0,0,0,1,0,1,0,1,negative,0
16755,2015-02-06,ETFC,0,3,0,2,1,1,0,5,negative,0
16756,2015-02-06,MCD,1,1,1,0,1,0,1,1,neutral,0
16757,2015-02-09,WMT,0,1,0,0,1,0,1,1,positive,1
16758,2015-02-09,HAS,0,1,1,1,0,2,1,1,neutral,1
16759,2015-02-09,HRS,2,5,4,3,3,2,2,4,positive,0
16760,2015-02-09,TWTR,1,2,0,1,1,1,1,4,positive,0
16761,2015-02-09,CFG,3,3,1,3,2,2,2,5,positive,0
16762,2015-02-09,TGT,0,1,0,0,1,0,1,1,positive,0
16763,2015-02-09,AIG,13,21,5,14,22,18,11,28,positive,0
16764,2015-02-09,HIG,2,2,1,2,1,1,1,2,negative,0
16765,2015-02-09,GS,2,1,3,2,0,1,0,0,negative,0
16766,2015-02-09,DUK,7,6,3,6,5,5,2,5,positive,0
16767,2015-02-09,INTU,0,1,2,1,1,1,0,1,negative,0
16768,2015-02-09,NDAQ,1,2,1,2,0,0,0,1,positive,1
16769,2015-02-09,MOS,0,3,0,1,3,1,1,2,neutral,0
16770,2015-02-09,ETFC,6,8,4,5,4,1,1,9,positive,0
16771,2015-02-09,SBUX,0,0,0,0,0,0,0,1,neutral,0
16772,2015-02-09,FB,1,2,0,0,0,0,0,1,neutral,0
16773,2015-02-10,HAS,0,3,0,0,4,0,1,3,positive,1
16774,2015-02-10,HRS,1,1,0,0,1,1,1,1,positive,0
16775,2015-02-10,QCOM,3,3,0,1,1,1,1,2,positive,1
16776,2015-02-10,AIG,3,3,3,2,1,2,1,4,positive,0
16777,2015-02-10,GM,1,2,1,1,3,0,3,2,neutral,1
16778,2015-02-10,IBM,2,2,1,1,2,0,2,0,neutral,1
16779,2015-02-10,DUK,0,1,1,1,1,1,0,2,positive,1
16780,2015-02-10,NDAQ,1,1,1,1,0,2,0,0,negative,0
16781,2015-02-10,C,0,4,0,2,0,2,0,2,negative,0
16782,2015-02-10,ETFC,2,1,0,2,1,0,0,3,negative,0
16783,2015-02-10,MCD,0,1,1,1,0,1,0,1,neutral,1
16784,2015-02-11,HAL,1,0,0,2,0,0,0,0,neutral,0
16785,2015-02-11,AIG,0,4,0,1,4,1,1,5,positive,0
16786,2015-02-11,GS,1,2,0,1,2,0,1,4,positive,1
16787,2015-02-11,NDAQ,0,3,0,0,3,0,1,2,positive,0
16788,2015-02-11,KO,0,0,0,1,0,0,0,0,neutral,0
16789,2015-02-11,ETFC,1,0,0,2,0,0,0,1,negative,0
16790,2015-02-12,CSCO,1,2,0,1,2,0,0,2,positive,1
16791,2015-02-12,VIAB,0,0,0,0,0,0,0,0,negative,0
16792,2015-02-12,TWTR,2,2,3,3,2,2,2,4,positive,0
16793,2015-02-12,QCOM,0,1,1,2,1,1,0,2,negative,0
16794,2015-02-12,MSFT,0,1,0,0,0,0,0,1,positive,1
16795,2015-02-12,MDLZ,0,2,0,0,1,0,1,2,positive,0
16796,2015-02-12,GS,1,1,2,1,1,1,1,2,positive,0
16797,2015-02-12,EXPE,0,1,0,0,0,0,0,0,positive,1
16798,2015-02-12,NDAQ,0,2,0,1,2,0,0,2,positive,0
16799,2015-02-12,TXN,1,2,0,1,2,0,0,2,positive,1
16800,2015-02-12,AAPL,0,1,0,0,0,0,0,1,positive,0
16801,2015-02-12,ETFC,6,2,4,4,2,4,0,2,negative,0
16802,2015-02-12,PEP,0,0,0,0,1,0,0,1,positive,0
16803,2015-02-13,F,0,1,0,0,1,1,0,2,positive,0
16804,2015-02-13,HRS,0,0,1,1,1,1,0,1,neutral,0
16805,2015-02-13,TWTR,0,2,1,0,1,1,1,1,neutral,0
16806,2015-02-13,COST,1,3,0,1,2,1,0,2,positive,0
16807,2015-02-13,MSFT,1,1,0,0,1,1,0,2,negative,1
16808,2015-02-13,CFG,2,0,0,1,0,2,0,2,negative,0
16809,2015-02-13,AIG,7,6,4,8,4,6,4,10,positive,1
16810,2015-02-13,K,1,1,1,2,0,1,1,2,negative,0
16811,2015-02-13,NDAQ,0,0,0,0,0,0,0,0,positive,0
16812,2015-02-13,AXP,1,3,0,1,2,1,0,2,positive,1
16813,2015-02-13,AAPL,2,0,0,1,0,1,0,1,negative,0
16814,2015-02-13,ETFC,2,0,0,2,0,2,0,3,negative,0
16815,2015-02-17,F,0,1,0,0,0,0,0,0,positive,0
16816,2015-02-17,WMT,0,0,0,0,1,0,0,0,positive,0
16817,2015-02-17,HAS,0,2,0,0,2,0,1,2,positive,0
16818,2015-02-17,CSX,0,0,1,1,0,1,1,0,neutral,0
16819,2015-02-17,AAL,1,1,0,0,1,0,1,1,neutral,0
16820,2015-02-17,HRS,3,3,2,2,1,3,2,1,negative,0
16821,2015-02-17,TWTR,1,1,1,1,0,1,1,0,negative,0
16822,2015-02-17,CFG,1,1,1,1,0,1,1,2,negative,0
16823,2015-02-17,AIG,3,4,4,4,2,4,3,3,negative,1
16824,2015-02-17,BAX,0,1,0,0,0,0,0,0,positive,0
16825,2015-02-17,MSI,0,2,0,0,3,1,2,4,positive,0
16826,2015-02-17,MAT,0,2,0,0,2,0,1,2,positive,1
16827,2015-02-17,GM,1,1,2,2,2,1,0,1,positive,0
16828,2015-02-17,IBM,0,0,0,0,1,0,0,2,positive,0
16829,2015-02-17,GE,1,0,0,1,1,0,0,2,positive,0
16830,2015-02-17,DUK,0,3,0,1,2,0,0,1,positive,0
16831,2015-02-17,INTU,1,0,1,1,0,2,1,1,neutral,0
16832,2015-02-17,DAL,1,1,0,0,1,0,1,1,neutral,0
16833,2015-02-17,NDAQ,0,2,2,0,1,1,0,2,positive,0
16834,2015-02-17,SJM,0,1,0,0,0,0,0,1,positive,0
16835,2015-02-17,CMG,1,0,1,0,0,1,0,0,neutral,0
16836,2015-02-17,PGR,1,1,2,1,2,3,3,3,negative,1
16837,2015-02-17,HRB,1,0,1,1,0,2,1,1,neutral,0
16838,2015-02-17,ETFC,2,3,1,2,2,2,3,3,negative,0
16839,2015-02-17,FB,2,0,2,2,0,2,0,0,negative,0
16840,2015-02-17,INTC,0,0,0,0,1,0,0,2,positive,0
16841,2015-02-18,CSX,1,2,1,3,1,2,1,0,negative,0
16842,2015-02-18,HRS,2,1,1,1,0,2,1,0,negative,0
16843,2015-02-18,PFE,1,1,0,0,4,0,0,4,positive,0
16844,2015-02-18,CFG,0,1,0,2,1,0,1,1,neutral,0
16845,2015-02-18,AIG,6,8,2,5,6,2,1,10,positive,0
16846,2015-02-18,GM,1,1,0,1,0,0,0,0,negative,0
16847,2015-02-18,CCL,2,0,2,2,0,2,0,0,negative,0
16848,2015-02-18,GS,2,0,0,0,0,0,0,1,negative,0
16849,2015-02-18,NDAQ,1,3,1,2,1,1,0,3,positive,0
16850,2015-02-18,ETFC,1,4,0,2,2,0,2,3,positive,0
16851,2015-02-19,HRS,2,1,1,1,0,2,1,0,negative,0
16852,2015-02-19,TWTR,1,1,0,0,1,1,1,1,neutral,0
16853,2015-02-19,ADBE,1,3,0,0,2,0,1,1,positive,0
16854,2015-02-19,MGM,1,1,1,1,1,2,1,1,positive,0
16855,2015-02-19,MSFT,0,3,0,0,0,0,1,3,positive,0
16856,2015-02-19,CFG,0,0,1,0,0,0,0,1,neutral,0
16857,2015-02-19,AIG,1,1,1,1,1,1,1,4,positive,0
16858,2015-02-19,XOM,3,3,2,3,0,2,3,0,negative,1
16859,2015-02-19,RL,0,2,0,0,1,0,2,2,positive,0
16860,2015-02-19,BLL,0,2,0,0,1,0,1,2,positive,1
16861,2015-02-19,DUK,1,2,0,0,2,0,0,2,positive,1
16862,2015-02-19,NDAQ,1,0,1,1,0,1,1,1,positive,0
16863,2015-02-19,T,0,3,0,0,3,1,1,5,positive,1
16864,2015-02-19,CMG,0,1,1,0,1,1,0,1,positive,0
16865,2015-02-19,AAPL,0,0,0,0,0,0,0,2,positive,0
16866,2015-02-19,FB,1,0,1,1,1,0,1,1,positive,1
16867,2015-02-20,WMT,2,2,1,2,5,1,1,5,positive,0
16868,2015-02-20,TROW,0,0,0,1,1,0,1,1,positive,0
16869,2015-02-20,CSX,0,2,2,2,0,2,1,0,negative,0
16870,2015-02-20,HRS,2,1,1,1,0,2,1,0,negative,0
16871,2015-02-20,MS,0,0,0,0,1,1,0,2,positive,0
16872,2015-02-20,AIG,3,3,1,6,3,3,3,5,positive,0
16873,2015-02-20,GM,0,0,0,0,0,0,0,1,neutral,0
16874,2015-02-20,BLL,0,0,1,0,0,1,0,0,negative,0
16875,2015-02-20,GS,0,1,1,2,0,1,0,2,negative,0
16876,2015-02-20,BLK,0,0,0,1,1,0,1,1,positive,0
16877,2015-02-20,DUK,1,1,0,1,0,0,1,3,positive,0
16878,2015-02-20,SYY,1,1,1,2,1,1,1,1,negative,1
16879,2015-02-20,NDAQ,0,0,0,0,0,0,0,0,positive,0
16880,2015-02-20,AXP,2,2,0,4,2,1,1,3,positive,1
16881,2015-02-20,KO,0,0,0,1,0,0,0,1,neutral,0
16882,2015-02-20,AAPL,0,2,0,0,1,0,1,2,positive,0
16883,2015-02-20,ETFC,2,2,1,2,2,1,2,1,negative,0
16884,2015-02-23,WMT,0,1,0,0,2,0,0,2,positive,0
16885,2015-02-23,CSX,1,0,0,1,0,1,1,0,negative,0
16886,2015-02-23,HRS,3,1,1,2,0,3,1,0,negative,0
16887,2015-02-23,TWTR,0,2,0,1,2,0,1,1,positive,0
16888,2015-02-23,CME,2,2,0,1,2,1,1,2,positive,0
16889,2015-02-23,CFG,1,1,0,1,0,0,0,1,negative,0
16890,2015-02-23,AIG,9,20,5,10,15,9,7,20,positive,0
16891,2015-02-23,AGN,0,1,0,0,1,0,1,0,neutral,0
16892,2015-02-23,GM,1,1,1,0,2,1,1,1,positive,0
16893,2015-02-23,BLL,0,1,0,0,0,0,0,0,neutral,0
16894,2015-02-23,BAC,0,0,0,1,0,0,1,2,positive,0
16895,2015-02-23,DISCK,2,2,1,2,1,2,0,1,negative,1
16896,2015-02-23,DUK,0,0,0,0,0,1,0,1,negative,0
16897,2015-02-23,NDAQ,0,2,0,0,2,0,0,1,positive,0
16898,2015-02-23,KO,2,3,1,1,2,1,1,1,positive,0
16899,2015-02-23,C,3,1,2,4,1,2,0,3,negative,0
16900,2015-02-23,AET,0,1,2,1,1,2,2,2,positive,1
16901,2015-02-23,NFLX,0,1,0,0,1,0,0,1,positive,0
16902,2015-02-23,AAPL,1,2,0,1,2,0,0,3,positive,1
16903,2015-02-23,GRMN,1,1,1,1,1,1,1,1,neutral,0
16904,2015-02-23,PM,0,0,0,0,0,0,1,0,negative,0
16905,2015-02-23,ETFC,1,3,1,0,5,1,3,3,positive,0
16906,2015-02-23,PEP,2,3,1,1,2,1,1,1,positive,0
16907,2015-02-23,CHTR,0,2,0,0,1,0,3,2,positive,0
16908,2015-02-24,MMM,0,0,0,0,0,0,0,0,neutral,0
16909,2015-02-24,LUV,0,2,1,2,2,0,1,2,positive,0
16910,2015-02-24,TGT,0,3,0,0,2,1,1,2,positive,0
16911,2015-02-24,AIG,5,2,3,4,2,3,2,5,positive,0
16912,2015-02-24,GS,2,3,1,2,2,0,1,5,positive,0
16913,2015-02-24,BAC,2,3,1,2,2,0,1,5,positive,0
16914,2015-02-24,GE,0,2,0,2,3,1,2,3,positive,0
16915,2015-02-24,DISH,4,2,2,4,1,1,1,0,negative,0
16916,2015-02-24,PRU,1,1,0,2,0,1,1,2,negative,0
16917,2015-02-24,NDAQ,1,3,3,2,3,2,3,2,positive,0
16918,2015-02-24,AXP,2,1,1,2,2,1,2,2,neutral,0
16919,2015-02-24,C,0,0,0,0,0,0,0,0,positive,0
16920,2015-02-24,NFLX,0,1,0,0,0,0,0,0,neutral,0
16921,2015-02-24,ETFC,1,0,1,1,0,1,0,1,negative,0
16922,2015-02-25,JNPR,1,1,0,1,0,1,1,2,negative,0
16923,2015-02-25,AIG,7,3,5,7,1,5,3,4,negative,0
16924,2015-02-25,DHI,0,0,0,0,0,0,0,0,positive,0
16925,2015-02-25,M,1,3,0,0,3,0,1,1,positive,1
16926,2015-02-25,GS,1,2,1,1,0,1,0,2,neutral,0
16927,2015-02-25,DISH,2,2,1,2,1,1,1,1,negative,0
16928,2015-02-25,HD,1,3,0,0,3,0,1,1,positive,0
16929,2015-02-25,NDAQ,1,1,2,1,2,2,0,1,positive,0
16930,2015-02-25,KO,1,0,1,2,0,2,0,0,negative,0
16931,2015-02-25,AAPL,1,0,1,2,0,2,1,1,negative,1
16932,2015-02-25,ETFC,0,1,0,0,1,0,0,1,positive,0
16933,2015-02-25,CINF,1,1,0,1,1,2,1,0,neutral,0
16934,2015-02-25,FB,0,0,0,0,1,0,0,1,positive,0
16935,2015-02-26,WMT,0,1,0,0,0,0,0,0,neutral,0
16936,2015-02-26,SPG,2,1,2,2,0,2,0,1,negative,1
16937,2015-02-26,MS,0,2,0,1,0,0,0,2,neutral,0
16938,2015-02-26,MSFT,1,0,0,0,0,1,0,0,negative,0
16939,2015-02-26,TGT,0,0,1,1,0,1,0,0,neutral,0
16940,2015-02-26,AIG,16,24,10,20,26,14,11,31,positive,0
16941,2015-02-26,CPB,2,0,1,0,0,1,0,1,neutral,1
16942,2015-02-26,GS,0,1,0,0,0,0,0,1,positive,0
16943,2015-02-26,IBM,0,3,0,0,0,0,0,2,positive,1
16944,2015-02-26,NDAQ,1,2,0,2,1,0,0,1,negative,0
16945,2015-02-26,NFLX,0,0,0,0,0,0,0,2,positive,0
16946,2015-02-26,AAPL,1,0,0,0,0,1,0,0,negative,0
16947,2015-02-26,ETFC,2,2,0,2,1,0,0,2,positive,0
16948,2015-02-27,F,3,2,1,2,1,0,0,3,positive,0
16949,2015-02-27,NBL,1,0,0,1,0,1,0,2,positive,0
16950,2015-02-27,KSS,0,0,0,0,0,0,1,0,negative,1
16951,2015-02-27,AIG,0,6,1,2,3,0,2,7,positive,0
16952,2015-02-27,M,1,2,0,0,1,0,0,1,neutral,0
16953,2015-02-27,HON,3,2,1,2,1,0,0,3,positive,0
16954,2015-02-27,GS,0,1,0,0,1,0,0,1,neutral,0
16955,2015-02-27,K,0,0,0,0,0,0,0,0,positive,0
16956,2015-02-27,NDAQ,2,0,2,1,1,2,0,1,negative,0
16957,2015-02-27,AXP,0,2,1,1,1,0,0,1,positive,1
16958,2015-02-27,NFLX,1,0,1,1,0,0,0,2,positive,0
16959,2015-02-27,AAPL,0,0,0,0,0,0,0,0,neutral,1
16960,2015-02-27,ETFC,1,2,1,1,1,1,1,4,positive,0
16961,2015-03-02,HAL,3,2,1,4,2,1,2,2,negative,0
16962,2015-03-02,WMT,3,0,1,1,0,2,0,2,negative,0
16963,2015-03-02,HRS,2,1,1,1,0,2,1,0,negative,0
16964,2015-03-02,TWTR,0,1,0,2,1,2,0,1,positive,0
16965,2015-03-02,UAA,1,1,0,0,0,0,1,0,positive,0
16966,2015-03-02,QCOM,0,0,0,0,0,0,0,1,positive,0
16967,2015-03-02,MSFT,1,1,0,0,1,0,2,1,positive,0
16968,2015-03-02,CME,2,1,0,2,2,1,0,1,positive,0
16969,2015-03-02,CFG,0,0,0,0,0,0,0,0,negative,0
16970,2015-03-02,TGT,3,0,1,1,0,2,0,2,negative,0
16971,2015-03-02,AIG,5,8,2,5,7,3,5,7,positive,0
16972,2015-03-02,XOM,0,0,1,1,0,1,0,0,negative,0
16973,2015-03-02,GM,1,0,0,1,0,0,0,2,positive,0
16974,2015-03-02,VZ,0,1,0,0,2,0,0,1,positive,0
16975,2015-03-02,EXPE,0,0,1,1,0,1,1,3,positive,0
16976,2015-03-02,AFL,1,0,0,0,1,0,0,0,neutral,0
16977,2015-03-02,EBAY,1,3,0,0,3,2,1,5,positive,0
16978,2015-03-02,PRU,1,2,1,1,3,1,1,2,neutral,0
16979,2015-03-02,NDAQ,1,0,0,0,0,0,0,0,neutral,0
16980,2015-03-02,AET,0,0,0,0,0,0,0,1,positive,0
16981,2015-03-02,T,1,3,0,0,1,0,1,2,positive,0
16982,2015-03-02,EA,0,1,1,0,1,0,0,1,neutral,0
16983,2015-03-02,CMG,2,0,1,1,1,2,1,0,neutral,0
16984,2015-03-02,AAPL,1,7,0,1,3,2,1,9,positive,0
16985,2015-03-02,ETFC,4,5,4,3,3,2,2,6,neutral,0
16986,2015-03-02,WAT,0,1,2,2,1,0,2,2,negative,0
16987,2015-03-02,FB,1,3,1,1,3,2,1,4,positive,0
16988,2015-03-02,INTC,0,0,0,0,0,0,0,1,positive,1
16989,2015-03-03,CSCO,0,2,0,0,1,1,1,3,positive,1
16990,2015-03-03,AAL,2,0,0,1,0,0,0,2,neutral,0
16991,2015-03-03,COST,0,1,0,0,1,0,1,1,neutral,0
16992,2015-03-03,AIG,9,13,2,12,12,9,10,15,positive,0
16993,2015-03-03,XOM,2,2,2,3,2,2,1,5,neutral,0
16994,2015-03-03,GS,0,3,0,2,3,1,2,5,positive,0
16995,2015-03-03,V,0,1,0,0,1,0,1,1,neutral,0
16996,2015-03-03,JNJ,0,0,0,0,0,0,0,1,positive,0
16997,2015-03-03,BAC,1,1,1,1,2,2,0,3,positive,0
16998,2015-03-03,IBM,0,2,0,0,1,1,1,3,positive,0
16999,2015-03-03,NDAQ,0,2,0,0,0,0,0,1,positive,0
17000,2015-03-03,AXP,0,1,0,0,1,0,1,1,neutral,0
17001,2015-03-03,C,0,1,0,0,1,0,1,1,neutral,0
17002,2015-03-03,ETFC,4,6,2,5,4,2,2,5,positive,0
17003,2015-03-03,CAH,0,0,0,0,0,0,0,1,positive,0
17004,2015-03-04,F,1,1,0,2,0,1,0,1,negative,0
17005,2015-03-04,TGT,2,2,2,2,3,1,1,3,positive,0
17006,2015-03-04,AIG,2,4,1,0,3,0,2,5,positive,0
17007,2015-03-04,GM,1,1,0,2,0,1,0,1,negative,0
17008,2015-03-04,GS,0,2,0,0,1,1,2,2,positive,0
17009,2015-03-04,DUK,3,1,2,3,1,3,2,3,neutral,0
17010,2015-03-04,NDAQ,0,0,0,0,0,0,1,0,neutral,0
17011,2015-03-04,C,1,1,1,1,1,1,1,2,positive,0
17012,2015-03-04,AAPL,0,2,0,1,1,1,0,1,neutral,0
17013,2015-03-05,F,0,1,0,0,2,0,0,3,positive,0
17014,2015-03-05,ADBE,0,2,0,1,1,1,0,2,positive,0
17015,2015-03-05,ABBV,1,1,1,1,2,3,0,2,negative,1
17016,2015-03-05,MSFT,0,2,0,0,0,0,0,1,neutral,0
17017,2015-03-05,CFG,1,2,2,1,1,0,0,2,negative,0
17018,2015-03-05,AIG,2,1,2,4,4,3,2,9,positive,0
17019,2015-03-05,XOM,1,2,2,2,0,1,1,3,positive,0
17020,2015-03-05,AGN,1,2,1,1,1,2,0,3,neutral,0
17021,2015-03-05,GM,0,1,0,0,2,0,0,3,positive,0
17022,2015-03-05,GS,1,0,0,1,0,1,0,2,negative,0
17023,2015-03-05,JNJ,1,1,1,1,2,3,0,2,negative,0
17024,2015-03-05,DUK,1,0,0,0,0,0,0,1,positive,0
17025,2015-03-05,PRU,0,1,1,3,1,2,0,4,positive,0
17026,2015-03-05,NDAQ,2,2,2,2,2,1,1,2,positive,0
17027,2015-03-05,C,2,2,1,2,1,1,1,2,negative,0
17028,2015-03-05,AAPL,1,3,0,2,1,4,2,3,negative,1
17029,2015-03-05,ETFC,0,5,2,1,2,1,0,5,positive,0
17030,2015-03-05,MCD,2,1,0,2,1,1,1,2,neutral,1
17031,2015-03-05,INTC,0,2,0,1,1,1,0,2,positive,0
17032,2015-03-06,MMM,1,1,0,0,1,0,1,1,neutral,1
17033,2015-03-06,JNPR,0,0,0,1,0,0,0,0,neutral,0
17034,2015-03-06,CSCO,0,0,0,1,0,0,0,0,neutral,0
17035,2015-03-06,TWTR,0,1,1,2,0,0,1,2,positive,0
17036,2015-03-06,ABBV,2,2,2,3,2,3,1,2,negative,1
17037,2015-03-06,QCOM,0,0,0,1,0,0,0,0,neutral,0
17038,2015-03-06,ZION,2,0,1,1,0,1,1,2,neutral,0
17039,2015-03-06,MSFT,0,0,0,1,0,0,0,0,neutral,1
17040,2015-03-06,AIG,2,1,1,2,2,2,2,3,positive,0
17041,2015-03-06,XOM,0,1,1,0,2,0,1,4,positive,1
17042,2015-03-06,GS,2,0,1,1,0,1,1,2,neutral,1
17043,2015-03-06,JNJ,1,0,1,1,1,2,0,1,negative,1
17044,2015-03-06,BAC,2,0,1,1,0,1,1,2,neutral,0
17045,2015-03-06,ETN,0,0,0,0,0,0,0,1,neutral,1
17046,2015-03-06,SCHW,0,1,0,0,0,0,0,1,neutral,1
17047,2015-03-06,DAL,2,1,1,3,0,2,1,1,negative,0
17048,2015-03-06,NDAQ,0,2,0,1,1,0,0,0,positive,0
17049,2015-03-06,C,2,1,1,2,0,2,2,2,negative,0
17050,2015-03-06,NFLX,0,0,1,2,0,0,2,1,neutral,0
17051,2015-03-06,AAPL,0,0,0,1,1,0,0,1,positive,0
17052,2015-03-06,ETFC,3,5,2,2,5,2,3,8,positive,1
17053,2015-03-06,CINF,1,0,0,1,0,1,0,2,negative,0
17054,2015-03-06,FB,1,1,0,4,1,1,1,2,negative,0
